Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_CHECKLIST,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,AssemblyName,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,Sample name,Registration number,Period,Age (years ago) ,Site,latitude,longitude,Country,Species,Sex
ERR3225587,WGS,PRJEB31613,SAMEA5408280,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253039,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408280,ERP114186,SaintQuentin_GVA237_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213590,ERS3213590,SaintQuentin_GVA237_1917,55.0,88953377.0,31776618.0,88.0,30.0,GCA_000002305.1,,,SaintQuentin_GVA237_1917,CGG_1_019877,Roman period,1817-2017,Saint-Quentin,49.848,3.29,France,horse,male
ERR3225588,WGS,PRJEB31613,SAMEA5408281,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253040,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408281,ERP114186,SaintQuentin_GVA238_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:15:43Z,public,ERS3213591,ERS3213591,SaintQuentin_GVA238_1917,60.0,109199482.0,37842548.0,109.0,36.0,EQUCAB2,,,SaintQuentin_GVA238_1917,CGG_1_019878,Roman period,1817-2017,Saint-Quentin,49.848,3.29,France,mule,male
ERR3225589,WGS,PRJEB31613,SAMEA5408282,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253041,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408282,ERP114186,Santarem_254_1017,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213592,ERS3213592,Santarem_254_1017,46.0,43462974.0,17304504.0,43.0,16.0,GCA_000002305.1,,,Santarem_254_1017,CGG_1_020032,Middle Ages,817-1217,Alcáçova de Santarém,39.241,-8.692,Portugal,horse,female
ERR3225590,WGS,PRJEB31613,SAMEA5408283,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253042,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408283,ERP114186,Sayangorsk_Rus41_2677,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213593,ERS3213593,Sayangorsk_Rus41_2677,54.0,2559368377.0,701665140.0,2559.0,669.0,GCA_000002305.1,,,Sayangorsk_Rus41_2677,CGG_1_019189,Iron Age,2677,Sayangorsk,53.097,91.416,Russia,horse,female
ERR3225591,WGS,PRJEB31613,SAMEA5408284,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253043,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408284,ERP114186,Schlossvippach_Svi6_3917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:39:14Z,public,ERS3213594,ERS3213594,Schlossvippach_Svi6_3917,58.0,81232154.0,26372444.0,81.0,25.0,GCA_000002305.1,,,,,,,,,,,,
ERR3225592,WGS,PRJEB31613,SAMEA5408285,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253044,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408285,ERP114186,Sebastovce_131_1317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213595,ERS3213595,Sebastovce_131_1317,56.0,37170857.0,14082469.0,37.0,13.0,GCA_000002305.1,,,Sebastovce_131_1317,CGG_1_018487,Middle Ages,1217-1417,Šebastovce,48.655,21.268,Slovakia,horse,male
ERR3225593,WGS,PRJEB31613,SAMEA5408286,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253045,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408286,ERP114186,SharIQumis_AM115_1557,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213596,ERS3213596,SharIQumis_AM115_1557,49.0,17127222058.0,5627493290.0,17127.0,5366.0,GCA_000002305.1,,,SharIQumis_AM115_1557,CGG_1_018579,Sasanian period,1557,Shar-I-Qumis,35.961999999999996,54.038000000000004,Iran,horse,male
ERR3225594,WGS,PRJEB31613,SAMEA5408287,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253046,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408287,ERP114186,Sintashta_NB44_3577,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213597,ERS3213597,Sintashta_NB44_3577,61.0,234998208.0,71693593.0,234.0,68.0,GCA_000002305.1,,,Sintashta_NB44_3577,CGG_1_017036,Bronze Age,3550-3604,Sintashta,55.163999999999994,61.437,Russia,horse,male
ERR3225595,WGS,PRJEB31613,SAMEA5408288,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253047,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408288,ERP114186,Sintashta_NB45_3577,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213598,ERS3213598,Sintashta_NB45_3577,57.0,474927274.0,143910920.0,474.0,137.0,GCA_000002305.1,,,Sintashta_NB45_3577,CGG_1_017037,Bronze Age,3550-3604,Sintashta,55.163999999999994,61.437,Russia,horse,male
ERR3225596,WGS,PRJEB31613,SAMEA5408289,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253048,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408289,ERP114186,SolothurnVigier_NB175_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213599,ERS3213599,SolothurnVigier_NB175_1817,59.0,40066855.0,13380232.0,40.0,12.0,GCA_000002305.1,,,SolothurnVigier_NB175_1817,CGG_1_020499,Roman period,1717-1917,Solothurn-Vigier,47.233000000000004,7.517,Switzerland,horse,male
ERR3225597,WGS,PRJEB31613,SAMEA5408290,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253049,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408290,ERP114186,SolothurnVigier_NB63_1867,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213600,ERS3213600,SolothurnVigier_NB63_1867,57.0,94166514.0,26676920.0,94.0,25.0,GCA_000002305.1,,,SolothurnVigier_NB63_1867,CGG_1_020512,Roman period,1717-2017,Solothurn-Vigier,47.233000000000004,7.517,Switzerland,horse,female
ERR3225598,WGS,PRJEB31613,SAMEA5408291,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253050,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408291,ERP114186,SolothurnVigier_NB699_1867,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:15:17Z,public,ERS3213601,ERS3213601,SolothurnVigier_NB699_1867,63.0,193240095.0,54206252.0,193.0,51.0,EQUCAB2,,,SolothurnVigier_NB699_1867,CGG_1_020513,Roman period,1717-2017,Solothurn-Vigier,47.233000000000004,7.517,Switzerland,ass,male
ERR3225599,WGS,PRJEB31613,SAMEA5408292,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253051,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408292,ERP114186,Syrgal_Syr1t1c4_2317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213602,ERS3213602,Syrgal_Syr1t1c4_2317,53.0,29763200.0,11546652.0,29.0,11.0,GCA_000002305.1,,,Syrgal_Syr1t1c4_2317,CGG_1_018920,Iron Age,2217-2417,Syrgal 1,48.583,88.39399999999999,Mongolia,horse,male
ERR3225600,WGS,PRJEB31613,SAMEA5408293,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253052,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408293,ERP114186,TavanTolgoi_GEP13_730,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213603,ERS3213603,TavanTolgoi_GEP13_730,69.0,18411563069.0,4899679627.0,18411.0,4672.0,GCA_000002305.1,,,TavanTolgoi_GEP13_730,CGG_1_018049,Middle Ages,649-811,Tavan Tolgoi,45.1,112.72,Mongolia,horse,male
ERR3225601,WGS,PRJEB31613,SAMEA5408294,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253053,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408294,ERP114186,TavanTolgoi_GEP14_730,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213604,ERS3213604,TavanTolgoi_GEP14_730,68.0,12132153044.0,3317251637.0,12132.0,3163.0,GCA_000002305.1,,,TavanTolgoi_GEP14_730,CGG_1_018050,Middle Ages,649-811,Tavan Tolgoi,45.1,112.72,Mongolia,horse,male
ERR3225602,WGS,PRJEB31613,SAMEA5408295,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253054,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408295,ERP114186,TavanTolgoi_GEP21_730,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213605,ERS3213605,TavanTolgoi_GEP21_730,63.0,12413404598.0,3613248173.0,12413.0,3445.0,GCA_000002305.1,,,TavanTolgoi_GEP21_730,CGG_1_018057,Middle Ages,649-811,Tavan Tolgoi,45.1,112.72,Mongolia,horse,male
ERR3225603,WGS,PRJEB31613,SAMEA5408296,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253055,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408296,ERP114186,TepeHasanlu_1140_2682,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213606,ERS3213606,TepeHasanlu_1140_2682,46.0,303641615.0,108141436.0,303.0,103.0,GCA_000002305.1,,,TepeHasanlu_1140_2682,CGG_1_019998,Iron Age,2682,Tepe Hasanlu,37.004,45.458999999999996,Iran,horse,female
ERR3225604,WGS,PRJEB31613,SAMEA5408297,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253056,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408297,ERP114186,TepeHasanlu_2327_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213607,ERS3213607,TepeHasanlu_2327_2352,40.0,45429146.0,20112885.0,45.0,19.0,GCA_000002305.1,,,TepeHasanlu_2327_2352,CGG_1_019995,Iron Age,2417-2287,Tepe Hasanlu,37.004,45.458999999999996,Iran,horse,male
ERR3225605,WGS,PRJEB31613,SAMEA5408298,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253057,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408298,ERP114186,TepeHasanlu_2529_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213608,ERS3213608,TepeHasanlu_2529_2352,46.0,35168199.0,15518433.0,35.0,14.0,GCA_000002305.1,,,TepeHasanlu_2529_2352,CGG_1_019988,Iron Age,2417-2287,Tepe Hasanlu,37.004,45.458999999999996,Iran,horse,female
ERR3225606,WGS,PRJEB31613,SAMEA5408299,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253058,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408299,ERP114186,TepeHasanlu_2689_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213609,ERS3213609,TepeHasanlu_2689_2352,49.0,24474490.0,11104621.0,24.0,10.0,GCA_000002305.1,,,TepeHasanlu_2689_2352,CGG_1_019996,Iron Age,2417-2287,Tepe Hasanlu,37.004,45.458999999999996,Iran,horse,female
ERR3225607,WGS,PRJEB31613,SAMEA5408300,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253059,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408300,ERP114186,TepeHasanlu_3394_2808,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213610,ERS3213610,TepeHasanlu_3394_2808,49.0,130104517.0,48307453.0,130.0,46.0,GCA_000002305.1,,,TepeHasanlu_3394_2808,CGG_1_019997,Iron Age,2808,Tepe Hasanlu,37.004,45.458999999999996,Iran,horse,male
ERR3225608,WGS,PRJEB31613,SAMEA5408301,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253060,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408301,ERP114186,TepeHasanlu_3398_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213611,ERS3213611,TepeHasanlu_3398_2352,46.0,52008914.0,21641051.0,52.0,20.0,GCA_000002305.1,,,TepeHasanlu_3398_2352,CGG_1_019986,Iron Age,2417-2287,Tepe Hasanlu,37.004,45.458999999999996,Iran,horse,female
ERR3225609,WGS,PRJEB31613,SAMEA5408302,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253061,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus hemionus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408302,ERP114186,TepeHasanlu_3459_2667,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:15:01Z,public,ERS3213612,ERS3213612,TepeHasanlu_3459_2667,51.0,255413465.0,88158597.0,255.0,84.0,EQUCAB2,,,TepeHasanlu_3459_2667,CGG_1_020002,Iron Age,2617-2717,Tepe Hasanlu,37.004,45.458999999999996,Iran,hemione,male
ERR3225610,WGS,PRJEB31613,SAMEA5408303,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253062,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408303,ERP114186,TepeHasanlu_3461_2930,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213613,ERS3213613,TepeHasanlu_3461_2930,46.0,177555851.0,66873048.0,177.0,63.0,GCA_000002305.1,,,TepeHasanlu_3461_2930,CGG_1_020003,Iron Age,2930,Tepe Hasanlu,37.004,45.458999999999996,Iran,horse,female
ERR3225611,WGS,PRJEB31613,SAMEA5408304,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253063,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408304,ERP114186,TepeHasanlu_368_2896,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213614,ERS3213614,TepeHasanlu_368_2896,49.0,133295764.0,46582175.0,133.0,44.0,GCA_000002305.1,,,TepeHasanlu_368_2896,CGG_1_019994,Iron Age,2896,Tepe Hasanlu,37.004,45.458999999999996,Iran,horse,male
ERR3225612,WGS,PRJEB31613,SAMEA5408305,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253064,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus hemionus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408305,ERP114186,TepeMehrAli_Trj12x31_CopperAge,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:14:48Z,public,ERS3213615,ERS3213615,TepeMehrAli_Trj12x31_CopperAge,43.0,60228857.0,23723563.0,60.0,22.0,EQUCAB2,,,TepeMehrAli_Trj12x31_CopperAge,CGG_1_017451,Copper Age,5000-8000,Tepe Mehr Ali,30.678,52.162,Iran,hemione,male
ERR3225613,WGS,PRJEB31613,SAMEA5408306,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253065,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408306,ERP114186,Uppsala_Upps02_1317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213616,ERS3213616,Uppsala_Upps02_1317,59.0,104372627.0,26119468.0,104.0,24.0,GCA_000002305.1,,,Uppsala_Upps02_1317,CGG_1_018490,Middle Ages,1217-1417,Uppsala,59.861000000000004,17.639,Sweden,horse,male
ERR3225614,WGS,PRJEB31613,SAMEA5408307,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253066,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408307,ERP114186,UushgiinUvur_Mon37_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213617,ERS3213617,UushgiinUvur_Mon37_3085,66.0,8305871594.0,2028752284.0,8305.0,1934.0,GCA_000002305.1,,,UushgiinUvur_Mon37_3085,CGG_1_018073,Bronze Age,3039-3130,Uushgiin Uvur,49.656000000000006,99.912,Mongolia,horse,male
ERR3225615,WGS,PRJEB31613,SAMEA5408308,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253067,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408308,ERP114186,UushgiinUvur_Mon39_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213618,ERS3213618,UushgiinUvur_Mon39_3085,61.0,10052726450.0,2290342692.0,10052.0,2184.0,GCA_000002305.1,,,UushgiinUvur_Mon39_3085,CGG_1_018075,Bronze Age,3039-3130,Uushgiin Uvur,49.656000000000006,99.912,Mongolia,horse,female
ERR3225616,WGS,PRJEB31613,SAMEA5408309,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253068,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408309,ERP114186,UushgiinUvur_Mon40_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213619,ERS3213619,UushgiinUvur_Mon40_3085,63.0,551487155.0,185692856.0,551.0,177.0,GCA_000002305.1,,,UushgiinUvur_Mon40_3085,CGG_1_018076,Bronze Age,3039-3130,Uushgiin Uvur,49.656000000000006,99.912,Mongolia,horse,male
ERR3225617,WGS,PRJEB31613,SAMEA5408310,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253069,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408310,ERP114186,UushgiinUvur_Mon41_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213620,ERS3213620,UushgiinUvur_Mon41_3085,54.0,6047683230.0,1998210633.0,6047.0,1905.0,GCA_000002305.1,,,UushgiinUvur_Mon41_3085,CGG_1_018077,Bronze Age,3039-3130,Uushgiin Uvur,49.656000000000006,99.912,Mongolia,horse,male
ERR3225618,WGS,PRJEB31613,SAMEA5408311,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253070,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408311,ERP114186,UushgiinUvur_Mon42_3130,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213621,ERS3213621,UushgiinUvur_Mon42_3130,53.0,23196769653.0,6745493747.0,23196.0,6433.0,GCA_000002305.1,,,UushgiinUvur_Mon42_3130,CGG_1_018078,Bronze Age,3130,Uushgiin Uvur,49.656000000000006,99.912,Mongolia,horse,female
