Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_CHECKLIST,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,AssemblyName,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE
ERR3225585,WGS,PRJEB31613,SAMEA5408278,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253037,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408278,ERP114186,SaintJust_GVA219_2162,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:16:34Z,public,ERS3213588,ERS3213588,SaintJust_GVA219_2162,59,32285211,13179442,32,12,EQUCAB2,,
ERR3225586,WGS,PRJEB31613,SAMEA5408279,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253038,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408279,ERP114186,SaintJust_GVA242_2250,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213589,ERS3213589,SaintJust_GVA242_2250,56,7654388112,2368336900,7654,2258,GCA_000002305.1,,
ERR3225587,WGS,PRJEB31613,SAMEA5408280,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253039,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408280,ERP114186,SaintQuentin_GVA237_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213590,ERS3213590,SaintQuentin_GVA237_1917,55,88953377,31776618,88,30,GCA_000002305.1,,
ERR3225588,WGS,PRJEB31613,SAMEA5408281,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253040,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408281,ERP114186,SaintQuentin_GVA238_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:15:43Z,public,ERS3213591,ERS3213591,SaintQuentin_GVA238_1917,60,109199482,37842548,109,36,EQUCAB2,,
ERR3225589,WGS,PRJEB31613,SAMEA5408282,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253041,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408282,ERP114186,Santarem_254_1017,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213592,ERS3213592,Santarem_254_1017,46,43462974,17304504,43,16,GCA_000002305.1,,
ERR3225590,WGS,PRJEB31613,SAMEA5408283,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253042,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408283,ERP114186,Sayangorsk_Rus41_2677,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213593,ERS3213593,Sayangorsk_Rus41_2677,54,2559368377,701665140,2559,669,GCA_000002305.1,,
ERR3225591,WGS,PRJEB31613,SAMEA5408284,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253043,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408284,ERP114186,Schlossvippach_Svi6_3917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:39:14Z,public,ERS3213594,ERS3213594,Schlossvippach_Svi6_3917,58,81232154,26372444,81,25,GCA_000002305.1,,
ERR3225592,WGS,PRJEB31613,SAMEA5408285,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253044,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408285,ERP114186,Sebastovce_131_1317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213595,ERS3213595,Sebastovce_131_1317,56,37170857,14082469,37,13,GCA_000002305.1,,
ERR3225593,WGS,PRJEB31613,SAMEA5408286,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253045,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408286,ERP114186,SharIQumis_AM115_1557,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213596,ERS3213596,SharIQumis_AM115_1557,49,17127222058,5627493290,17127,5366,GCA_000002305.1,,
ERR3225594,WGS,PRJEB31613,SAMEA5408287,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253046,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408287,ERP114186,Sintashta_NB44_3577,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213597,ERS3213597,Sintashta_NB44_3577,61,234998208,71693593,234,68,GCA_000002305.1,,
ERR3225595,WGS,PRJEB31613,SAMEA5408288,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253047,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408288,ERP114186,Sintashta_NB45_3577,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213598,ERS3213598,Sintashta_NB45_3577,57,474927274,143910920,474,137,GCA_000002305.1,,
ERR3225596,WGS,PRJEB31613,SAMEA5408289,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253048,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408289,ERP114186,SolothurnVigier_NB175_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213599,ERS3213599,SolothurnVigier_NB175_1817,59,40066855,13380232,40,12,GCA_000002305.1,,
ERR3225597,WGS,PRJEB31613,SAMEA5408290,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253049,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408290,ERP114186,SolothurnVigier_NB63_1867,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213600,ERS3213600,SolothurnVigier_NB63_1867,57,94166514,26676920,94,25,GCA_000002305.1,,
ERR3225598,WGS,PRJEB31613,SAMEA5408291,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253050,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408291,ERP114186,SolothurnVigier_NB699_1867,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:15:17Z,public,ERS3213601,ERS3213601,SolothurnVigier_NB699_1867,63,193240095,54206252,193,51,EQUCAB2,,
ERR3225599,WGS,PRJEB31613,SAMEA5408292,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253051,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408292,ERP114186,Syrgal_Syr1t1c4_2317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213602,ERS3213602,Syrgal_Syr1t1c4_2317,53,29763200,11546652,29,11,GCA_000002305.1,,
ERR3225600,WGS,PRJEB31613,SAMEA5408293,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253052,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408293,ERP114186,TavanTolgoi_GEP13_730,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213603,ERS3213603,TavanTolgoi_GEP13_730,69,18411563069,4899679627,18411,4672,GCA_000002305.1,,
ERR3225601,WGS,PRJEB31613,SAMEA5408294,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253053,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408294,ERP114186,TavanTolgoi_GEP14_730,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213604,ERS3213604,TavanTolgoi_GEP14_730,68,12132153044,3317251637,12132,3163,GCA_000002305.1,,
ERR3225602,WGS,PRJEB31613,SAMEA5408295,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253054,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408295,ERP114186,TavanTolgoi_GEP21_730,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213605,ERS3213605,TavanTolgoi_GEP21_730,63,12413404598,3613248173,12413,3445,GCA_000002305.1,,
ERR3225603,WGS,PRJEB31613,SAMEA5408296,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253055,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408296,ERP114186,TepeHasanlu_1140_2682,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213606,ERS3213606,TepeHasanlu_1140_2682,46,303641615,108141436,303,103,GCA_000002305.1,,
ERR3225604,WGS,PRJEB31613,SAMEA5408297,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253056,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408297,ERP114186,TepeHasanlu_2327_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213607,ERS3213607,TepeHasanlu_2327_2352,40,45429146,20112885,45,19,GCA_000002305.1,,
ERR3225605,WGS,PRJEB31613,SAMEA5408298,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253057,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408298,ERP114186,TepeHasanlu_2529_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213608,ERS3213608,TepeHasanlu_2529_2352,46,35168199,15518433,35,14,GCA_000002305.1,,
ERR3225606,WGS,PRJEB31613,SAMEA5408299,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253058,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408299,ERP114186,TepeHasanlu_2689_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213609,ERS3213609,TepeHasanlu_2689_2352,49,24474490,11104621,24,10,GCA_000002305.1,,
ERR3225607,WGS,PRJEB31613,SAMEA5408300,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253059,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408300,ERP114186,TepeHasanlu_3394_2808,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213610,ERS3213610,TepeHasanlu_3394_2808,49,130104517,48307453,130,46,GCA_000002305.1,,
ERR3225608,WGS,PRJEB31613,SAMEA5408301,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253060,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408301,ERP114186,TepeHasanlu_3398_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213611,ERS3213611,TepeHasanlu_3398_2352,46,52008914,21641051,52,20,GCA_000002305.1,,
ERR3225609,WGS,PRJEB31613,SAMEA5408302,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253061,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus hemionus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408302,ERP114186,TepeHasanlu_3459_2667,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:15:01Z,public,ERS3213612,ERS3213612,TepeHasanlu_3459_2667,51,255413465,88158597,255,84,EQUCAB2,,
ERR3225610,WGS,PRJEB31613,SAMEA5408303,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253062,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408303,ERP114186,TepeHasanlu_3461_2930,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213613,ERS3213613,TepeHasanlu_3461_2930,46,177555851,66873048,177,63,GCA_000002305.1,,
ERR3225611,WGS,PRJEB31613,SAMEA5408304,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253063,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408304,ERP114186,TepeHasanlu_368_2896,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213614,ERS3213614,TepeHasanlu_368_2896,49,133295764,46582175,133,44,GCA_000002305.1,,
ERR3225612,WGS,PRJEB31613,SAMEA5408305,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253064,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus hemionus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408305,ERP114186,TepeMehrAli_Trj12x31_CopperAge,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:14:48Z,public,ERS3213615,ERS3213615,TepeMehrAli_Trj12x31_CopperAge,43,60228857,23723563,60,22,EQUCAB2,,
ERR3225613,WGS,PRJEB31613,SAMEA5408306,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253065,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408306,ERP114186,Uppsala_Upps02_1317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213616,ERS3213616,Uppsala_Upps02_1317,59,104372627,26119468,104,24,GCA_000002305.1,,
ERR3225614,WGS,PRJEB31613,SAMEA5408307,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253066,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408307,ERP114186,UushgiinUvur_Mon37_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213617,ERS3213617,UushgiinUvur_Mon37_3085,66,8305871594,2028752284,8305,1934,GCA_000002305.1,,
ERR3225615,WGS,PRJEB31613,SAMEA5408308,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253067,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408308,ERP114186,UushgiinUvur_Mon39_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213618,ERS3213618,UushgiinUvur_Mon39_3085,61,10052726450,2290342692,10052,2184,GCA_000002305.1,,
ERR3225616,WGS,PRJEB31613,SAMEA5408309,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253068,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408309,ERP114186,UushgiinUvur_Mon40_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213619,ERS3213619,UushgiinUvur_Mon40_3085,63,551487155,185692856,551,177,GCA_000002305.1,,
ERR3225617,WGS,PRJEB31613,SAMEA5408310,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253069,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408310,ERP114186,UushgiinUvur_Mon41_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213620,ERS3213620,UushgiinUvur_Mon41_3085,54,6047683230,1998210633,6047,1905,GCA_000002305.1,,
ERR3225618,WGS,PRJEB31613,SAMEA5408311,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253070,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408311,ERP114186,UushgiinUvur_Mon42_3130,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213621,ERS3213621,UushgiinUvur_Mon42_3130,53,23196769653,6745493747,23196,6433,GCA_000002305.1,,
ERR3225619,WGS,PRJEB31613,SAMEA5408312,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253071,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408312,ERP114186,UushgiinUvur_Mon43_3120,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213622,ERS3213622,UushgiinUvur_Mon43_3120,51,12249779635,3499319680,12249,3337,GCA_000002305.1,,
ERR3225620,WGS,PRJEB31613,SAMEA5408313,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253072,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408313,ERP114186,UushgiinUvur_Mon44_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213623,ERS3213623,UushgiinUvur_Mon44_3085,56,5866509964,1844015771,5866,1758,GCA_000002305.1,,
ERR3225621,WGS,PRJEB31613,SAMEA5408314,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253073,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408314,ERP114186,UushgiinUvur_Mon45_3080,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213624,ERS3213624,UushgiinUvur_Mon45_3080,50,14413218728,4229809570,14413,4033,GCA_000002305.1,,
ERR3225622,WGS,PRJEB31613,SAMEA5408315,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253074,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408315,ERP114186,UushgiinUvur_Mon79_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213625,ERS3213625,UushgiinUvur_Mon79_3085,51,4669695757,1507616608,4669,1437,GCA_000002305.1,,
ERR3225623,WGS,PRJEB31613,SAMEA5408316,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253075,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408316,ERP114186,UushgiinUvur_Mon87_3117,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213626,ERS3213626,UushgiinUvur_Mon87_3117,72,9503642901,2355829965,9503,2246,GCA_000002305.1,,
ERR3225624,WGS,PRJEB31613,SAMEA5408317,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3253076,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408317,ERP114186,UushgiinUvur_Mon89_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213627,ERS3213627,UushgiinUvur_Mon89_3085,56,267270147,92910387,267,88,GCA_000002305.1,,
